,Weight
Cash,0.50386614
MPWR,0.49608
BKNG,5.1261166e-05
FICO,2.560421e-06
IRM,5.7966704e-10
GRMN,5.4046284e-10
IP,4.796033e-10
JPM,4.2797482e-10
ZBRA,2.1240751e-10
AMP,1.6839898e-10
MTD,1.6547914e-10
ICE,1.2475244e-10
TRGP,1.2417702e-10
PM,9.916569e-11
AKAM,6.2752324e-11
CE,5.7161362e-11
IBM,5.321124e-11
LIN,5.069472e-11
WAB,3.774325e-11
INTC,2.4169437e-11
NWL,2.0384213e-11
CEG,2.017828e-11
URI,2.0137723e-11
FDS,1.9856734e-11
AVGO,1.8629263e-11
ZION,1.8325444e-11
PTC,1.7948414e-11
SLB,1.6237981e-11
PNR,1.586316e-11
WFC,1.529688e-11
HAL,1.4723401e-11
KEY,1.4305432e-11
WAT,1.3863147e-11
PSX,1.33892055e-11
MU,1.3050544e-11
ACN,1.2680242e-11
MSCI,1.2146271e-11
ANET,1.1923535e-11
KEYS,1.1616802e-11
CMI,1.07490935e-11
REGN,1.0686157e-11
APA,1.04979974e-11
IT,1.0267143e-11
COST,1.0240629e-11
ADBE,9.974164e-12
COP,9.907303e-12
INTU,9.566159e-12
APH,8.703144e-12
MLM,8.593144e-12
NRG,8.53403e-12
AMGN,8.447591e-12
GEN,8.227255e-12
EOG,8.074895e-12
RHI,7.89105e-12
NVDA,7.649256e-12
BKR,7.595778e-12
MA,7.460911e-12
V,7.45254e-12
MPC,7.319728e-12
EBAY,7.2275796e-12
WMB,7.18365e-12
FANG,7.1498233e-12
DHR,7.109143e-12
CARR,6.9335527e-12
QRVO,6.899143e-12
AFL,6.8822547e-12
AIZ,6.770346e-12
ABBV,6.4786757e-12
AMD,6.1262696e-12
AMZN,6.115011e-12
FCX,6.091038e-12
BXP,6.082831e-12
QCOM,5.985029e-12
NDAQ,5.7787594e-12
CME,5.776432e-12
ADI,5.7482335e-12
POOL,5.555446e-12
MAR,5.3876617e-12
USB,5.276636e-12
EQIX,5.242733e-12
MCO,5.217398e-12
PHM,5.1136417e-12
ETN,4.9877667e-12
SPG,4.9768605e-12
BLK,4.921665e-12
WDC,4.9029526e-12
MGM,4.8737993e-12
CRM,4.836966e-12
AXP,4.8369113e-12
PFG,4.835918e-12
HLT,4.7222343e-12
GS,4.71513e-12
LLY,4.69967e-12
HES,4.677689e-12
VLO,4.617193e-12
CBOE,4.5842895e-12
CSCO,4.519096e-12
STE,4.4889596e-12
MET,4.4648044e-12
TT,4.448377e-12
CVS,4.434203e-12
BR,4.407696e-12
STX,4.359925e-12
FTV,4.359521e-12
PCAR,4.333519e-12
CBRE,4.32792e-12
A,4.3207265e-12
PRU,4.2338294e-12
NVR,4.202036e-12
LRCX,4.2014872e-12
HIG,4.188526e-12
PWR,4.1754746e-12
NEM,4.155915e-12
SPGI,4.1392285e-12
TMO,4.1350525e-12
CFG,4.116345e-12
PAYC,4.0486434e-12
OKE,4.0420805e-12
LH,4.028714e-12
DLR,3.914107e-12
FFIV,3.8887305e-12
ALGN,3.872161e-12
MOH,3.8464097e-12
CAT,3.844392e-12
ADSK,3.820283e-12
RVTY,3.744808e-12
EXPE,3.7446786e-12
CZR,3.7428624e-12
J,3.7397915e-12
NFLX,3.6902647e-12
PNC,3.687095e-12
TSCO,3.680006e-12
ETSY,3.6694645e-12
GPN,3.6548867e-12
CTRA,3.6475154e-12
UNP,3.640563e-12
TSN,3.5786185e-12
SYF,3.5783392e-12
ENPH,3.5760368e-12
CMA,3.5750162e-12
VTRS,3.5554246e-12
MHK,3.5166054e-12
REG,3.4807118e-12
ORCL,3.469184e-12
GE,3.4628845e-12
CHTR,3.454884e-12
CDW,3.4116503e-12
CF,3.4003872e-12
DD,3.3962327e-12
AVY,3.3797765e-12
BIO,3.3700501e-12
MMM,3.355196e-12
ON,3.3366352e-12
FSLR,3.3340292e-12
VRTX,3.3148408e-12
ACGL,3.3098255e-12
TFC,3.2988493e-12
FRT,3.2895089e-12
BAC,3.2466586e-12
GNRC,3.2434981e-12
EXPD,3.2060745e-12
META,3.189508e-12
ECL,3.1596132e-12
DVN,3.148548e-12
MCHP,3.1449637e-12
RSG,3.133539e-12
LEN,3.1058541e-12
VRSK,3.101061e-12
DUK,3.0975444e-12
SWKS,3.0960822e-12
VFC,3.0875441e-12
TXN,3.0767418e-12
LDOS,3.0688202e-12
EXR,3.0577106e-12
EPAM,3.05242e-12
CTAS,3.0474922e-12
TFX,3.0421254e-12
SEDG,3.0380577e-12
NTAP,3.0312085e-12
GILD,3.013841e-12
MTCH,3.0104081e-12
ALK,3.0076109e-12
