,Weight
Cash,0.5042215
MPWR,0.4956786
BKNG,9.804865e-05
FICO,1.7725453e-06
IRM,4.1268816e-10
GRMN,3.8606668e-10
IP,3.414517e-10
JPM,3.0661823e-10
ZBRA,1.521076e-10
AMP,1.1991051e-10
MTD,1.176453e-10
ICE,8.946248e-11
TRGP,8.867994e-11
PM,7.116688e-11
AKAM,4.578341e-11
CE,4.1465845e-11
IBM,3.824761e-11
LIN,3.6516363e-11
WAB,2.7224454e-11
INTC,1.7762567e-11
NWL,1.5002413e-11
CEG,1.4798319e-11
URI,1.4557014e-11
FDS,1.4460635e-11
AVGO,1.3605835e-11
ZION,1.3420281e-11
PTC,1.3085156e-11
SLB,1.20708235e-11
PNR,1.1615686e-11
WFC,1.1224475e-11
HAL,1.0976952e-11
KEY,1.0527845e-11
WAT,1.0133399e-11
PSX,9.8836425e-12
MU,9.677158e-12
ACN,9.419433e-12
MSCI,8.990021e-12
ANET,8.792625e-12
KEYS,8.575784e-12
CMI,7.957085e-12
REGN,7.911392e-12
APA,7.9048695e-12
IT,7.626589e-12
COST,7.588824e-12
ADBE,7.454195e-12
COP,7.40917e-12
INTU,7.104624e-12
APH,6.511306e-12
MLM,6.4139722e-12
NRG,6.394439e-12
AMGN,6.3252953e-12
GEN,6.156045e-12
EOG,6.077672e-12
RHI,5.9319463e-12
BKR,5.7402212e-12
NVDA,5.735105e-12
V,5.60415e-12
MA,5.6011844e-12
MPC,5.501025e-12
EBAY,5.442345e-12
WMB,5.4068373e-12
FANG,5.3943737e-12
DHR,5.338146e-12
CARR,5.250943e-12
QRVO,5.1828247e-12
AFL,5.1791006e-12
AIZ,5.094234e-12
ABBV,4.884311e-12
AMD,4.6511783e-12
BXP,4.648869e-12
AMZN,4.6351434e-12
FCX,4.633706e-12
QCOM,4.5400758e-12
CME,4.3932167e-12
NDAQ,4.3905253e-12
ADI,4.3686834e-12
POOL,4.227758e-12
MAR,4.113172e-12
USB,4.0384627e-12
EQIX,4.017159e-12
MCO,3.9796838e-12
PHM,3.910635e-12
ETN,3.823747e-12
SPG,3.809125e-12
