,Weight
IP,0.16596317
GRMN,0.14138094
BKNG,0.12913115
FFIV,0.12587547
IRM,0.09130869
TRGP,0.08443143
IBM,0.071786895
PM,0.041591603
PTC,0.036325376
LIN,0.032269802
WMT,0.017021568
ICE,0.011212718
JPM,0.010909006
INTU,0.010803087
AMP,0.010360855
WAB,0.0031905302
NI,0.0026434518
GILD,0.0017097401
ETR,0.0010551783
NDAQ,0.00074568874
CMI,0.00073645764
WMB,0.0007348823
Cash,0.00071996707
AIZ,0.0005687365
ECL,0.00054623885
COST,0.000495285
FDS,0.00042348585
GEN,0.0003893002
WFC,0.00037153502
ABBV,0.00036657348
EBAY,0.0003092592
FICO,0.00026892833
SO,0.0002050896
AFL,0.0001957645
TDY,0.00018492987
MCO,0.00015380462
AXON,0.0001272957
NVR,0.00012598828
RSG,0.00012461649
AXP,0.000121298806
PPL,0.00011351232
PANW,0.000112672125
WAT,0.000107223525
FI,9.9311335e-05
DUK,9.824393e-05
AVGO,8.4673644e-05
ANET,8.3672836e-05
AMZN,8.1654514e-05
TRMB,8.10843e-05
KMI,7.282699e-05
HLT,6.88976e-05
ESS,6.777924e-05
SPG,5.9683134e-05
EXPE,5.9148213e-05
AON,5.313683e-05
NVDA,4.909866e-05
URI,4.7813624e-05
MAR,4.3503256e-05
PNR,3.9891707e-05
PNC,3.892294e-05
PEG,3.8456536e-05
TMUS,3.706509e-05
FTNT,3.5519566e-05
MA,3.482403e-05
J,3.4350775e-05
AZO,3.196967e-05
CSCO,3.038632e-05
KEY,2.807988e-05
ZION,2.705253e-05
T,2.7040007e-05
KEYS,2.7014248e-05
TRV,2.5323818e-05
HIG,2.4687204e-05
DHR,2.2366774e-05
MSFT,2.1565424e-05
OKE,2.1117643e-05
AKAM,2.0933901e-05
ZBRA,2.0252546e-05
CE,1.7759636e-05
BR,1.703744e-05
MLM,1.6966209e-05
GE,1.6136104e-05
DE,1.5977845e-05
PKG,1.5586384e-05
KO,1.5516522e-05
CME,1.5342795e-05
TSCO,1.5089391e-05
VTR,1.4852764e-05
TT,1.456697e-05
V,1.4001767e-05
CRM,1.3860765e-05
LLY,1.3736574e-05
RL,1.3395152e-05
AMGN,1.3336242e-05
PFG,1.3153208e-05
GS,1.2706423e-05
MTD,1.1958945e-05
LNT,1.1756783e-05
REGN,1.1565738e-05
CBRE,1.1396112e-05
CEG,1.113151e-05
BAC,1.0995325e-05
NRG,1.03417715e-05
IFF,1.0328001e-05
EA,1.03082475e-05
WTW,1.01089645e-05
QRVO,9.781549e-06
PRU,9.538047e-06
TMO,9.191132e-06
META,9.100973e-06
JNJ,8.892338e-06
HBAN,8.648445e-06
PSX,8.220847e-06
MSCI,7.738034e-06
NFLX,7.696783e-06
ADI,7.672318e-06
INTC,7.449343e-06
PAYX,7.389379e-06
NWL,7.3404212e-06
RVTY,7.301092e-06
VTRS,7.096919e-06
LH,6.951335e-06
IT,6.9273547e-06
BLK,6.8673794e-06
SYF,6.6816524e-06
SWKS,6.6772295e-06
LYV,6.4674446e-06
NEM,6.374137e-06
MET,6.3448456e-06
IR,6.226681e-06
RHI,6.1877645e-06
TSN,6.0590173e-06
BSX,6.0425273e-06
QCOM,5.8883943e-06
CFG,5.8827736e-06
ADBE,5.880632e-06
USB,5.7808647e-06
LEN,5.694088e-06
RJF,5.56731e-06
CTAS,5.4817433e-06
DTE,5.481716e-06
DLR,5.412785e-06
GWW,5.1804564e-06
ADSK,5.0957783e-06
CL,4.988696e-06
STE,4.8979196e-06
A,4.8936586e-06
VRTX,4.8713136e-06
SRE,4.7448016e-06
PHM,4.7153408e-06
MPC,4.713509e-06
SPGI,4.670381e-06
TYL,4.6616615e-06
CAT,4.5941474e-06
BK,4.55422e-06
ETN,4.5207444e-06
FRT,4.3937403e-06
MOH,4.3696896e-06
ATO,4.3253553e-06
PAYC,4.3018504e-06
FTV,4.24985e-06
MPWR,4.249813e-06
CMS,4.2365377e-06
ILMN,4.180634e-06
SLB,4.127021e-06
EQIX,4.0782666e-06
POOL,4.068386e-06
DGX,4.066882e-06
FANG,3.9994693e-06
PCAR,3.9759348e-06
ACN,3.9596307e-06
EIX,3.927778e-06
APH,3.906965e-06
UNP,3.8578014e-06
AMD,3.817936e-06
MU,3.788462e-06
ALL,3.7776085e-06
MMM,3.731099e-06
MHK,3.6953468e-06
TFC,3.6756596e-06
CB,3.6729857e-06
EXPD,3.6222386e-06
CARR,3.6014135e-06
MS,3.5925937e-06
BXP,3.5653109e-06
CVS,3.5315984e-06
EXC,3.4167897e-06
HAL,3.394116e-06
FITB,3.3664307e-06
L,3.3331194e-06
GNRC,3.3142296e-06
COP,3.3042732e-06
AJG,3.202749e-06
BKR,3.156059e-06
VLO,3.153098e-06
FE,3.1477637e-06
AVY,3.1275001e-06
MTB,3.1245077e-06
EVRG,3.106214e-06
REG,3.0800716e-06
GOOGL,3.067239e-06
EOG,3.054893e-06
MCK,3.0337603e-06
PCG,3.0070667e-06
CBOE,2.928143e-06
D,2.883355e-06
RCL,2.792847e-06
RF,2.7808967e-06
VRSK,2.7471287e-06
ORCL,2.6538855e-06
HD,2.6311952e-06
PH,2.6077867e-06
NTAP,2.5555003e-06
MMC,2.5524987e-06
ALK,2.4903088e-06
AAPL,2.4581789e-06
SNA,2.4352685e-06
APA,2.4306723e-06
EFX,2.3747484e-06
FCX,2.327557e-06
PG,2.323612e-06
LDOS,2.3118644e-06
DD,2.3070577e-06
CMA,2.2989952e-06
AEE,2.2883341e-06
STT,2.267701e-06
PSA,2.246927e-06
CNP,2.222643e-06
FDX,2.222345e-06
ROL,2.205292e-06
STX,2.1780186e-06
PWR,2.1665937e-06
AEP,2.1630954e-06
APD,2.15554e-06
CDW,2.1541268e-06
ADP,2.0794746e-06
PNW,2.057957e-06
TFX,2.0549405e-06
WDC,1.9789754e-06
SHW,1.9365207e-06
KR,1.9142083e-06
LUV,1.8618033e-06
MGM,1.8617746e-06
WRB,1.851753e-06
TXN,1.8466425e-06
MAS,1.8338087e-06
PYPL,1.8210458e-06
SCHW,1.8179627e-06
INVH,1.8052629e-06
IQV,1.793201e-06
ROK,1.7401644e-06
O,1.7387711e-06
NOW,1.7303574e-06
WELL,1.713922e-06
ED,1.6935097e-06
HES,1.6930577e-06
TTWO,1.6838208e-06
CHD,1.6049672e-06
BRK.B,1.5808663e-06
PGR,1.5620119e-06
C,1.5551456e-06
