,Weight
Cash,0.531877
GRMN,0.05238002
FFIV,0.051003512
IP,0.049072076
IRM,0.043386593
IBM,0.03853669
TRGP,0.026779495
PM,0.026201531
PTC,0.024536414
WMT,0.024318868
SNA,0.018782165
ICE,0.018458923
TYL,0.017708885
LIN,0.011201678
JPM,0.007827381
INTU,0.0077785864
AZO,0.006130263
GILD,0.0046353363
T,0.004412929
WMB,0.0036797812
WAB,0.003508786
GEN,0.003051849
PANW,0.002930618
ECL,0.002531194
URI,0.0025196844
COST,0.0018808173
AVGO,0.0017330104
EXPE,0.0016212869
NI,0.0015866671
ABBV,0.00140082
SO,0.0013907048
ETR,0.0011839346
AXON,0.00088298484
TMUS,0.0007770443
RSG,0.00041903096
WTW,0.00036930005
WFC,0.00029977766
NVDA,0.00026224734
EBAY,0.00023877744
GWW,0.00020786816
AON,0.00018742563
AFL,0.00016439207
MCO,0.00014525431
FTNT,0.00014378363
HLT,0.0001252473
PPL,0.00011643532
CMI,0.000108294895
AMZN,8.9887864e-05
ANET,8.76407e-05
BR,8.322647e-05
CME,7.7361336e-05
NDAQ,4.9338963e-05
DUK,4.579347e-05
TRMB,3.931952e-05
FI,3.748137e-05
J,3.311213e-05
MSFT,3.0147276e-05
MAR,2.9458475e-05
ADSK,2.8431496e-05
RL,2.5054693e-05
INCY,2.462797e-05
PEG,2.4569694e-05
KMI,2.4179866e-05
RVTY,2.0362593e-05
LLY,1.939668e-05
TRV,1.9322833e-05
VRTX,1.9071265e-05
AMGN,1.7687447e-05
META,1.7308143e-05
AXP,1.6892785e-05
NFLX,1.6437523e-05
VTRS,1.5538028e-05
EA,1.3129741e-05
DHR,1.2666674e-05
TSCO,1.2199671e-05
PNC,1.2063658e-05
AAPL,1.1720175e-05
ILMN,1.157115e-05
LYV,1.0929815e-05
SPG,1.0906259e-05
RCL,1.0675945e-05
HIG,1.040618e-05
KEYS,1.0172638e-05
MA,9.836412e-06
ZION,8.483208e-06
CSCO,8.450669e-06
MOH,8.202339e-06
LNT,7.5194e-06
AKAM,7.0244314e-06
CEG,6.523744e-06
OKE,6.41868e-06
REGN,6.346772e-06
KO,6.3177054e-06
STE,6.1921332e-06
DTE,5.878626e-06
MCK,5.7475368e-06
MLM,5.686456e-06
PNR,5.5781493e-06
GE,5.57491e-06
PKG,5.273088e-06
KEY,5.2270893e-06
NRG,5.015533e-06
CRM,4.9652726e-06
JNJ,4.856949e-06
IFF,4.8152624e-06
MSCI,4.8010893e-06
V,4.6931377e-06
TFX,4.584263e-06
SRE,4.530142e-06
CBRE,4.496219e-06
BAC,4.482052e-06
VTR,4.3775467e-06
TSN,4.37642e-06
DE,3.869563e-06
NEM,3.83552e-06
BLK,3.758209e-06
QRVO,3.7525772e-06
TT,3.730756e-06
A,3.7195566e-06
SWKS,3.6211295e-06
GS,3.616239e-06
IT,3.5263613e-06
QCOM,3.513202e-06
TMO,3.410056e-06
DGX,3.2260257e-06
LH,3.1311417e-06
CE,3.0364129e-06
EQIX,3.0204717e-06
ADI,2.9165355e-06
RHI,2.6559699e-06
PRU,2.6527384e-06
LDOS,2.631792e-06
BSX,2.5761594e-06
NOW,2.5706497e-06
HBAN,2.5163677e-06
RJF,2.5162303e-06
ADBE,2.5097845e-06
SYF,2.5058255e-06
CL,2.40988e-06
INTC,2.3957123e-06
PAYX,2.3877146e-06
PCG,2.3417892e-06
CTAS,2.331383e-06
GOOGL,2.3060531e-06
PFG,2.2003992e-06
AMD,2.1581116e-06
ATO,2.1334467e-06
TDG,2.0258149e-06
ACN,1.9904555e-06
MRNA,1.9773622e-06
PSX,1.9768718e-06
CBOE,1.934376e-06
ALL,1.930852e-06
ALK,1.8860902e-06
BIO,1.8612673e-06
APH,1.831391e-06
STT,1.8127132e-06
MS,1.8099367e-06
LEN,1.8053513e-06
IR,1.7841115e-06
AVY,1.7742859e-06
D,1.7582178e-06
PAYC,1.6801606e-06
AJG,1.678721e-06
BK,1.6730983e-06
CHD,1.6317981e-06
EFX,1.6268295e-06
MET,1.6249571e-06
VRSK,1.6020053e-06
EVRG,1.5907833e-06
STX,1.5526961e-06
ORCL,1.5480092e-06
L,1.5284834e-06
MHK,1.5220953e-06
FE,1.5190001e-06
EXPD,1.4869828e-06
CB,1.4818922e-06
EXC,1.4654591e-06
BXP,1.4514361e-06
CMS,1.447698e-06
NWL,1.4123784e-06
CFG,1.4037662e-06
KR,1.402164e-06
MTB,1.3704985e-06
MPC,1.3638115e-06
GNRC,1.3577848e-06
FRT,1.3561646e-06
USB,1.3492909e-06
NTAP,1.2893447e-06
DLR,1.2805884e-06
CVS,1.2292288e-06
ETN,1.2243097e-06
WRB,1.2124952e-06
IQV,1.210011e-06
EIX,1.1921092e-06
REG,1.1815805e-06
PGR,1.1701716e-06
PHM,1.1590577e-06
UHS,1.1548053e-06
MU,1.1497377e-06
PCAR,1.1447685e-06
SCHW,1.142802e-06
CAT,1.1376094e-06
VLO,1.1237819e-06
APD,1.1202366e-06
CMG,1.1167382e-06
HD,1.1003732e-06
TFC,1.085318e-06
SPGI,1.084108e-06
CNP,1.0791902e-06
ROL,1.078856e-06
PNW,1.0749478e-06
AEE,1.0638558e-06
BKR,1.0453876e-06
TSLA,1.0302431e-06
PH,1.027409e-06
MMC,1.023986e-06
UNP,1.0230904e-06
ROP,1.0141442e-06
NEE,1.0047619e-06
CDW,9.958071e-07
PG,9.910292e-07
AEP,9.875611e-07
FANG,9.86903e-07
C,9.848712e-07
CRL,9.701663e-07
AMT,9.673869e-07
FITB,9.4839226e-07
CHTR,9.42789e-07
EQT,9.342394e-07
DIS,9.229691e-07
FTV,9.15658e-07
PSA,9.148552e-07
EPAM,9.080707e-07
XEL,9.0287557e-07
ADP,9.0054505e-07
MKTX,8.9557324e-07
WELL,8.8673056e-07
HAL,8.743125e-07
TTWO,8.72181e-07
LUV,8.7206524e-07
CARR,8.6486307e-07
SHW,8.6387564e-07
GL,8.3006836e-07
MMM,8.2980154e-07
UNH,8.2611973e-07
PWR,8.2500236e-07
ABT,8.0652296e-07
WEC,7.752477e-07
ED,7.7281163e-07
IDXX,7.7214014e-07
RF,7.647288e-07
WDC,7.462925e-07
JKHY,7.349126e-07
ISRG,7.346429e-07
ROK,7.3231337e-07
KLAC,7.3147163e-07
CF,7.306365e-07
PYPL,7.2626653e-07
OTIS,7.2226226e-07
EOG,7.214779e-07
HUM,7.16238e-07
VZ,7.1195075e-07
CMA,7.0987727e-07
BRK.B,7.079975e-07
VFC,6.91019e-07
SLB,6.9047763e-07
CINF,6.860558e-07
DVA,6.829804e-07
MSI,6.739191e-07
TER,6.6466276e-07
TXT,6.5950917e-07
HOLX,6.4577915e-07
NDSN,6.418194e-07
WST,6.394698e-07
FIS,6.2673433e-07
COF,6.1800137e-07
JBHT,6.17997e-07
FCX,6.1231697e-07
BRO,6.079598e-07
O,6.077673e-07
ACGL,6.0713853e-07
TXN,6.0477737e-07
LRCX,6.032282e-07
COP,6.002034e-07
WBD,5.78094e-07
GPN,5.70633e-07
FDX,5.6870175e-07
ANSS,5.662408e-07
EXR,5.660289e-07
KDP,5.653518e-07
CAH,5.625984e-07
NTRS,5.5606426e-07
PEP,5.3944643e-07
GLW,5.321676e-07
MDT,5.2686386e-07
CI,5.2529225e-07
NXPI,5.23938e-07
HES,5.213469e-07
YUM,5.1341635e-07
GD,5.122938e-07
PFE,5.115423e-07
ORLY,5.112887e-07
DD,5.088562e-07
APA,5.047228e-07
AMAT,5.025671e-07
INVH,4.9658183e-07
ENPH,4.8751366e-07
DXC,4.8667874e-07
HPQ,4.839789e-07
MTCH,4.839375e-07
MAS,4.816502e-07
WM,4.7614174e-07
TECH,4.7391995e-07
OGN,4.6467608e-07
ETSY,4.5717306e-07
EMR,4.551666e-07
DHI,4.4755623e-07
EQR,4.467769e-07
LW,4.4667846e-07
AVB,4.4036062e-07
XOM,4.297336e-07
EW,4.271335e-07
TJX,4.2390084e-07
NKE,4.204767e-07
KMX,4.200059e-07
AOS,4.1571076e-07
HST,4.1536603e-07
MGM,4.1448308e-07
ALGN,4.1182744e-07
AWK,4.1154823e-07
HCA,4.1137645e-07
CPRT,4.081082e-07
OMC,4.0603985e-07
ZTS,4.03317e-07
NOC,3.932762e-07
HPE,3.9204534e-07
IVZ,3.8694697e-07
VMC,3.8462136e-07
GEHC,3.80834e-07
HII,3.785384e-07
HRL,3.782603e-07
ITW,3.716017e-07
STZ,3.69378e-07
CHRW,3.6934577e-07
EMN,3.6852626e-07
TAP,3.635256e-07
