,Weight
Cash,0.9159265
MPWR,0.021508394
FICO,0.015535114
MTD,0.010187753
NVR,0.0070141093
BKNG,0.005520839
ESS,0.0043670307
ZBRA,0.003656477
POOL,0.0034092679
AIZ,0.0033919676
TDY,0.0029124836
AMP,0.0027768638
FDS,0.0019912203
WAT,0.0018021843
AZO,2.1910947e-11
TRGP,7.27663e-12
TFX,1.3191228e-12
BIO,1.2252542e-12
IP,6.348539e-13
IRM,4.452671e-13
NDSN,3.090238e-13
GRMN,2.440829e-13
TDG,2.1785232e-13
SNA,2.1211545e-13
GWW,1.937293e-13
AXON,1.6883797e-13
FFIV,1.5976279e-13
T,1.5712666e-13
ABBV,1.215178e-13
URI,1.0452886e-13
PTC,9.528838e-14
TYL,9.147666e-14
WMB,8.286983e-14
IBM,8.178769e-14
PM,8.093387e-14
WAB,7.7958764e-14
JPM,7.4946065e-14
WMT,7.374558e-14
ETR,7.239127e-14
MLM,6.970437e-14
AVY,6.747834e-14
BR,6.325867e-14
RVTY,6.205711e-14
EPAM,6.1079485e-14
CRL,6.061894e-14
CMI,6.023546e-14
COST,5.8984786e-14
MSCI,5.876198e-14
WTW,5.806674e-14
SO,5.7138634e-14
EQIX,5.7132596e-14
IT,5.7064345e-14
LIN,5.7018585e-14
BLK,5.5780786e-14
STE,5.5315754e-14
ICE,5.3991557e-14
MHK,4.7792093e-14
WFC,4.7650252e-14
MCO,4.75849e-14
RSG,4.7387174e-14
CME,4.683918e-14
MOH,4.6771984e-14
RL,4.5684976e-14
AFL,4.50844e-14
HII,4.472496e-14
CE,4.4625633e-14
PKG,4.3463094e-14
MKTX,4.224457e-14
GILD,4.2072604e-14
WST,4.2000705e-14
ECL,4.1862347e-14
GNRC,4.16438e-14
INTU,4.130134e-14
J,4.101645e-14
IEX,4.0902205e-14
IDXX,4.0414493e-14
NI,3.9409766e-14
JKHY,3.9273147e-14
AON,3.8867933e-14
PAYC,3.8068273e-14
DUK,3.740939e-14
CTAS,3.7233888e-14
TMUS,3.6598644e-14
TSCO,3.6427868e-14
KEYS,3.635371e-14
PEG,3.6154202e-14
EFX,3.5039236e-14
LDOS,3.495546e-14
PPL,3.49526e-14
REGN,3.4097166e-14
SPG,3.384641e-14
MTB,3.377338e-14
LLY,3.298213e-14
PNR,3.2904984e-14
FRT,3.2729807e-14
AMGN,3.2651792e-14
PFG,3.255816e-14
TRV,3.2544825e-14
PH,3.2205582e-14
L,3.2183847e-14
AJG,3.2137968e-14
LH,3.1928172e-14
DTE,3.1598818e-14
HIG,3.1530595e-14
KLAC,3.1364766e-14
LNT,3.100992e-14
NDAQ,3.0882577e-14
PNC,3.078429e-14
RJF,3.0704904e-14
AVB,3.0690714e-14
CINF,3.064609e-14
JBHT,3.0610588e-14
HLT,3.036328e-14
TRMB,3.0356766e-14
IFF,3.0236213e-14
VRTX,2.9978617e-14
AKAM,2.9741075e-14
ORLY,2.9494954e-14
IQV,2.9327814e-14
CMG,2.9255962e-14
ROP,2.9220634e-14
MCK,2.9090754e-14
PANW,2.9057486e-14
CEG,2.8726218e-14
RHI,2.8595693e-14
DGX,2.850147e-14
AVGO,2.8315395e-14
EBAY,2.821403e-14
ALGN,2.8208921e-14
ATO,2.8172265e-14
GL,2.8125153e-14
GEN,2.806686e-14
KMI,2.8029237e-14
MRNA,2.796606e-14
DHR,2.7855005e-14
MAR,2.7812716e-14
TECH,2.776159e-14
AXP,2.7571676e-14
ROK,2.7413046e-14
ZION,2.7367233e-14
ADSK,2.7255127e-14
UHS,2.716117e-14
PRU,2.6984042e-14
PSA,2.6948723e-14
NRG,2.6792941e-14
VTRS,2.6783909e-14
DVA,2.6708775e-14
JNJ,2.66531e-14
ANSS,2.6644267e-14
SRE,2.6605618e-14
A,2.6494874e-14
EXR,2.6294457e-14
ALL,2.6131554e-14
OKE,2.6054801e-14
ANET,2.6037007e-14
TMO,2.589269e-14
PSX,2.5799361e-14
PNW,2.5766046e-14
BAC,2.5679369e-14
AMZN,2.563635e-14
MA,2.5559717e-14
CBOE,2.5524052e-14
WHR,2.5516801e-14
MAA,2.5226345e-14
VRSK,2.5191014e-14
EMN,2.512726e-14
GS,2.5105265e-14
DLR,2.4989132e-14
DE,2.48461e-14
CDW,2.4837222e-14
KEY,2.4835895e-14
TSN,2.481486e-14
APD,2.4751651e-14
EA,2.4574797e-14
EIX,2.4544851e-14
TT,2.453557e-14
GE,2.4518448e-14
AEE,2.4493659e-14
META,2.4375257e-14
NVDA,2.4366436e-14
WRB,2.4343939e-14
EXPD,2.4199096e-14
ILMN,2.4196574e-14
NTRS,2.4165325e-14
EVRG,2.4140984e-14
CBRE,2.4128452e-14
MSFT,2.4099854e-14
D,2.3989322e-14
CHD,2.396246e-14
CMS,2.387737e-14
QRVO,2.3788209e-14
CB,2.3760802e-14
CPT,2.3666609e-14
AMD,2.3366746e-14
DOV,2.3339078e-14
ALLE,2.3316845e-14
FI,2.3133032e-14
PAYX,2.310943e-14
MSI,2.29725e-14
CSCO,2.2934898e-14
LYV,2.28377e-14
NFLX,2.2814402e-14
ACN,2.2713734e-14
SBAC,2.2667196e-14
NEM,2.2639663e-14
FANG,2.2613972e-14
AWK,2.2605852e-14
COO,2.250349e-14
EXC,2.2330948e-14
PCG,2.2328165e-14
KR,2.2326872e-14
INCY,2.230243e-14
VTR,2.210417e-14
NWL,2.2103897e-14
KO,2.2088085e-14
CL,2.1943757e-14
LRCX,2.189645e-14
GOOGL,2.1893765e-14
EXPE,2.1882808e-14
CRM,2.1859456e-14
EQT,2.1824192e-14
ROL,2.1793914e-14
CHTR,2.1787866e-14
V,2.17404e-14
MMC,2.1707469e-14
EOG,2.1686103e-14
PGR,2.1616647e-14
BRO,2.1526622e-14
REG,2.1521042e-14
TXT,2.1429422e-14
FTNT,2.1419432e-14
VLO,2.1415949e-14
INTC,2.1409386e-14
MPC,2.14054e-14
PWR,2.1341268e-14
SYF,2.1320736e-14
ED,2.1252672e-14
NSC,2.1220467e-14
DXC,2.1132334e-14
CVS,2.1122205e-14
C,2.1038323e-14
ALK,2.099074e-14
GD,2.0984913e-14
HBAN,2.0980125e-14
LW,2.0954943e-14
MET,2.083554e-14
STT,2.0821816e-14
QCOM,2.0788996e-14
FE,2.0779646e-14
BXP,2.0753949e-14
NOC,2.0722266e-14
SPGI,2.0605703e-14
IR,2.0587985e-14
FDX,2.0505778e-14
AEP,2.0438661e-14
VMC,2.0437357e-14
ACGL,2.0361334e-14
WEC,2.0354507e-14
