,Weight
Cash,0.9107362
MPWR,0.023888763
FICO,0.016576683
MTD,0.009115425
BKNG,0.007883333
NVR,0.005949579
ESS,0.005209875
AIZ,0.004085472
TDY,0.0036704598
ZBRA,0.0035675862
AMP,0.0034679046
FDS,0.003074599
WAT,0.0027084441
TRGP,6.3093365e-05
IP,1.1197624e-06
IRM,8.1855035e-07
GRMN,1.643236e-07
AZO,1.2241561e-07
POOL,3.0878326e-08
T,2.7535522e-08
FFIV,1.9791731e-08
ABBV,1.9401497e-08
IBM,6.4033827e-09
PM,4.796212e-09
PTC,4.4747446e-09
WMB,3.8070427e-09
JPM,3.6461043e-09
WMT,3.0366734e-09
ICE,1.5236318e-09
ETR,1.3313963e-09
LIN,1.2640975e-09
WAB,1.1919176e-09
TFX,1.0163044e-09
AXON,9.195111e-10
COST,8.4540774e-10
SO,6.570497e-10
BIO,5.287141e-10
WFC,5.0436855e-10
AFL,4.2053996e-10
CME,3.9066675e-10
INTU,3.6222722e-10
GILD,3.5223421e-10
URI,3.2947942e-10
RSG,2.627998e-10
CMI,2.4209457e-10
CE,2.394518e-10
TDG,2.1625557e-10
AKAM,2.1458513e-10
SNA,2.016216e-10
ECL,1.9713255e-10
MLM,1.9232015e-10
AVGO,1.8481157e-10
NI,1.678039e-10
WTW,1.4867996e-10
CEG,1.4503068e-10
IT,1.4289929e-10
AMGN,1.3884031e-10
RVTY,1.3708783e-10
AON,1.3583323e-10
KEYS,1.3507104e-10
GWW,1.3074004e-10
MCO,1.2876832e-10
ANET,1.255322e-10
PPL,1.2503547e-10
LLY,1.2499925e-10
TSCO,1.2473052e-10
NVDA,1.2340375e-10
NDSN,1.2249916e-10
TMUS,1.2193203e-10
DUK,1.2166478e-10
RL,1.202247e-10
MSCI,1.1907718e-10
BR,1.1774401e-10
REGN,1.1699453e-10
TYL,1.166395e-10
EBAY,1.120045e-10
GEN,1.110206e-10
MOH,1.0795537e-10
PNR,1.06037255e-10
AVY,1.04941e-10
LDOS,1.0419626e-10
NRG,1.032782e-10
PANW,1.02290974e-10
PEG,9.5427534e-11
ZION,9.2497364e-11
EQIX,9.1026825e-11
AMZN,8.627956e-11
NDAQ,8.53277e-11
STE,8.404085e-11
HIG,8.375046e-11
HLT,8.275326e-11
BLK,8.1289586e-11
GE,8.0408284e-11
AMD,7.6880134e-11
DHR,7.5247586e-11
INTC,7.4876286e-11
PNC,7.320782e-11
TRV,7.163981e-11
J,7.057801e-11
CRL,6.9226125e-11
PSX,6.871889e-11
KEY,6.868488e-11
EPAM,6.7891776e-11
AXP,6.761695e-11
META,6.7509956e-11
NWL,6.652452e-11
QCOM,6.548497e-11
SPG,6.504524e-11
MRNA,6.4891585e-11
PKG,6.426728e-11
MA,6.09616e-11
MHK,5.999121e-11
GNRC,5.986683e-11
GS,5.7195648e-11
QRVO,5.6759004e-11
BAC,5.4496893e-11
MPC,5.3759334e-11
VRTX,5.2582643e-11
MAR,5.242603e-11
PAYC,5.2400032e-11
CTAS,5.2240014e-11
PRU,5.154661e-11
ADSK,5.066154e-11
PFG,5.0551282e-11
IDXX,5.0299438e-11
GL,5.026943e-11
VTRS,4.9676374e-11
CRM,4.8880407e-11
MU,4.8720215e-11
ADBE,4.8230975e-11
TRMB,4.798581e-11
MKTX,4.7832155e-11
A,4.768157e-11
IFF,4.749089e-11
OKE,4.724035e-11
KLAC,4.6521925e-11
RHI,4.6413998e-11
ACN,4.6303156e-11
ALL,4.5832012e-11
LH,4.570425e-11
SLB,4.4976894e-11
MSFT,4.4349725e-11
RJF,4.3004225e-11
TT,4.2984286e-11
HAL,4.2689907e-11
L,4.2606616e-11
APH,4.2561416e-11
LNT,4.2240426e-11
FANG,4.125296e-11
TMO,4.081059e-11
AJG,4.0405627e-11
TSN,4.032858e-11
