,Weight
WAB,0.0128634265
IRM,0.012863414
PTC,0.012863387
FFIV,0.01286338
TRGP,0.012863362
GRMN,0.0128633445
IBM,0.012863206
LIN,0.012863133
IP,0.012863084
ETR,0.012862876
COST,0.012862539
ICE,0.012862476
WMB,0.012862335
CME,0.012861996
INTU,0.012860632
MCO,0.012860044
AVGO,0.012858283
AFL,0.012857868
FI,0.012857111
ANET,0.0128569435
AZO,0.012854794
T,0.012853615
TRMB,0.012853313
AMZN,0.012851501
RSG,0.012849763
WTW,0.012848324
JPM,0.01284752
ECL,0.012844979
MSFT,0.012843057
AXON,0.012839891
EBAY,0.01283708
ABBV,0.0128337005
CMI,0.012832575
WMT,0.012827898
GILD,0.012819123
BR,0.012812088
WFC,0.01280922
FTNT,0.012795635
PANW,0.012792004
LYV,0.012790606
MOH,0.012777505
PPL,0.012766476
ADSK,0.012764242
VTRS,0.012760078
TRV,0.012747076
RVTY,0.012746191
META,0.012734124
SO,0.012726313
HLT,0.012725754
GWW,0.01271203
KMI,0.012678751
AXP,0.012657179
GE,0.012652168
KO,0.0126285525
NFLX,0.012603184
MLM,0.012573333
RL,0.012558395
TMUS,0.012519931
AON,0.01251741
GEN,0.012451652
PEG,0.012380682
KR,0.012350723
KEYS,0.012332681
PM,0.012252741
NVDA,0.0121519165
NI,0.012085995
LLY,0.011989972
TYL,0.011961064
EA,0.011905724
TSCO,0.011843464
SPG,0.011813675
MCK,0.011614373
DGX,0.011352273
PKG,0.010984955
AAPL,0.010693264
CL,0.010358564
URI,0.010247087
PNC,0.0098813735
DUK,0.00965957
MRNA,0.008686015
ALK,0.0053872215
J,0.0004270481
Cash,0.00021331354
RCL,9.729805e-05
AMGN,5.257066e-05
JNJ,2.24393e-05
CBRE,2.1657583e-05
NDAQ,2.0412532e-05
SNA,1.1542701e-05
GOOGL,6.2558966e-06
BSX,4.79707e-06
TSN,4.7775693e-06
DHR,2.4858678e-06
OKE,2.0541816e-06
CSCO,1.5276802e-06
LNT,1.3510561e-06
HIG,1.2671162e-06
DE,1.173796e-06
STE,1.1389518e-06
CEG,1.0167341e-06
SWKS,5.804584e-07
NRG,5.5280896e-07
MA,4.2543041e-07
A,3.6919252e-07
REGN,3.3166327e-07
PNR,8.1712365e-08
MHK,5.950881e-08
EXPE,4.177881e-08
AKAM,4.1080863e-08
MAR,3.297259e-08
ADI,2.4913307e-08
V,2.4845962e-08
ILMN,1.8388127e-08
PAYX,1.7144021e-08
PCG,1.5310881e-08
CRM,1.42307135e-08
ROP,8.934217e-09
PAYC,7.468287e-09
APD,5.747239e-09
ZION,5.0751443e-09
DIS,5.022423e-09
IFF,4.0940753e-09
LH,1.2121992e-09
BK,1.2015416e-09
KMX,1.1792796e-09
VRTX,8.260949e-10
VRSK,7.059761e-10
FTV,6.4155425e-10
MS,6.357441e-10
SRE,5.694623e-10
TT,4.177219e-10
RJF,4.1097203e-10
STT,3.8208106e-10
CTAS,3.543306e-10
KEY,3.4967382e-10
DTE,3.237031e-10
GLW,3.058359e-10
FOXA,2.9739655e-10
HBAN,2.6782573e-10
MET,2.0577731e-10
PFG,1.9885235e-10
EMR,1.9607253e-10
BRK.B,1.766907e-10
MCD,1.7254607e-10
FIS,1.6740878e-10
SYF,1.2531241e-10
TTWO,1.178164e-10
VTR,9.851043e-11
EW,9.4809556e-11
AEE,9.29273e-11
NEM,8.931188e-11
CNP,8.8977846e-11
PG,8.531059e-11
MSCI,8.429027e-11
BAC,7.5362404e-11
CINF,6.743255e-11
ABT,5.6280626e-11
MMM,5.1785756e-11
AMT,4.83603e-11
QCOM,4.7435878e-11
ETN,4.2442674e-11
TXT,4.2196222e-11
ROK,3.7243365e-11
DVA,3.5907066e-11
PRU,3.4323686e-11
PNW,2.8009043e-11
ORCL,2.5020498e-11
MO,2.4981791e-11
MMC,2.4441815e-11
TJX,2.4095817e-11
NEE,2.3510216e-11
GL,2.3321307e-11
IR,2.2915505e-11
HOLX,2.2478514e-11
CPB,2.1620981e-11
GNRC,2.1409905e-11
PSA,2.0313196e-11
ACN,1.8256887e-11
EFX,1.5837736e-11
EVRG,1.5775683e-11
CFG,1.5563382e-11
NTAP,1.5046003e-11
L,1.4948725e-11
KMB,1.4752278e-11
AJG,1.34525386e-11
HUM,1.14976865e-11
OTIS,1.0990338e-11
C,1.0887981e-11
DLR,9.84392e-12
ADBE,9.1214675e-12
LUV,8.384132e-12
ROL,8.2111245e-12
AVB,7.854737e-12
EQT,7.753335e-12
WRB,7.4391856e-12
CDW,7.421624e-12
BRO,6.7032226e-12
HRL,6.6075643e-12
NTRS,6.5644656e-12
ISRG,6.2017926e-12
FRT,5.881447e-12
HD,5.648833e-12
MTB,5.5407593e-12
PWR,5.200093e-12
EQR,5.134414e-12
TECH,4.6763214e-12
VLO,4.5537697e-12
NKE,3.8908633e-12
FDX,3.292689e-12
KHC,3.1587124e-12
VZ,3.062991e-12
TER,2.9023817e-12
CAT,2.7837986e-12
PYPL,2.6021802e-12
PEP,2.5920305e-12
WELL,2.418701e-12
EIX,2.4004273e-12
RF,2.320746e-12
CPRT,2.3164404e-12
MSI,2.1841253e-12
LOW,2.1537754e-12
CHTR,2.1484867e-12
TMO,1.819673e-12
FE,1.7184344e-12
MDT,1.6550812e-12
RHI,1.6431354e-12
WEC,1.6204191e-12
CMS,1.4862833e-12
WST,1.4161495e-12
MKTX,1.2965474e-12
GPN,1.1062657e-12
INCY,1.0826298e-12
CARR,9.95567e-13
USB,9.846006e-13
HON,8.352803e-13
UNH,7.9413006e-13
DOV,7.371497e-13
GIS,7.190387e-13
APH,6.5056077e-13
VICI,6.428502e-13
KDP,5.954347e-13
IVZ,5.939863e-13
INVH,5.7754913e-13
TFC,5.724222e-13
JBHT,5.642736e-13
BIO,5.549616e-13
TFX,5.527709e-13
LEN,5.45778e-13
CF,4.6215093e-13
KLAC,4.5982326e-13
MKC,4.4722722e-13
SCHW,4.40647e-13
HPQ,4.370014e-13
HPE,4.289608e-13
EXPD,4.1846843e-13
AEP,3.8281308e-13
