,Weight
Cash,0.053160947
FFIV,0.008445502
WAB,0.008445267
PTC,0.008442824
IBM,0.008437137
LIN,0.008424835
COST,0.0084232185
FI,0.008420483
GRMN,0.008418634
IRM,0.008409248
ETR,0.008407858
IP,0.008407322
TRMB,0.008405893
MSFT,0.008405387
GILD,0.008389568
BSX,0.008375162
MCO,0.008372759
WMT,0.008366914
INTU,0.008360232
TRGP,0.00835979
EBAY,0.008358164
KO,0.008352254
WMB,0.008342827
CME,0.008336554
NFLX,0.008324344
ECL,0.008318443
KR,0.008312931
CMI,0.008305451
AVGO,0.008304999
AMZN,0.008296188
LYV,0.008286803
KMI,0.008270808
PPL,0.0082695205
ABBV,0.008269021
AZO,0.008265888
VTRS,0.008252887
JPM,0.008250609
AFL,0.0082490435
ICE,0.008248482
NI,0.008247878
ANET,0.008243994
PANW,0.008202262
AXON,0.008184579
EA,0.008184097
PNR,0.008172883
AXP,0.008167327
FTNT,0.008163975
RVTY,0.008158353
HLT,0.00813838
T,0.008138186
CSCO,0.008124712
RL,0.008123738
AAPL,0.008080958
PKG,0.008080846
SO,0.00806386
WTW,0.008035682
RSG,0.0080313515
GEN,0.007987731
PM,0.007965473
DHR,0.007964761
A,0.007954393
MA,0.007927331
DE,0.007916696
CBRE,0.007902437
ADSK,0.00789933
PEG,0.007895524
AON,0.007874587
AMGN,0.007842909
BR,0.007841747
LNT,0.007836917
MAR,0.0078117363
CL,0.007803989
TMUS,0.0077667204
DGX,0.0077314097
SNA,0.007709196
META,0.007695999
WFC,0.0076883226
MCK,0.0076837796
STE,0.0076704402
NDAQ,0.0076536136
GOOGL,0.007633365
RCL,0.0076247677
OKE,0.007615915
EXPE,0.007606837
LLY,0.0076035443
TYL,0.00759963
JNJ,0.007591037
J,0.007537176
ALK,0.0074063875
TRV,0.0074033015
KEYS,0.0073336847
DUK,0.007138599
TSN,0.0070797466
NVDA,0.0068863123
SPG,0.0068404637
MLM,0.0068001132
TSCO,0.006788687
SRE,0.0065922965
DIS,0.0065190066
GE,0.0065068156
PNC,0.006484204
VTR,0.0064174165
REGN,0.006337135
MOH,0.006306038
SWKS,0.006299168
TMO,0.006261142
PCG,0.0059005492
GWW,0.005881648
URI,0.0058270255
HIG,0.0056966175
MRNA,0.0054285396
CEG,0.0051735453
CHD,0.0050435434
MHK,0.0049002944
YUM,0.0048909937
NEM,0.004778412
NRG,0.0047507593
BAC,0.0043055587
UHS,0.0040964223
LEN,0.0039029832
IR,0.0039029429
PAYC,0.0038222591
GS,0.0037421896
ADI,0.0036030947
LDOS,0.0036014689
AJG,0.0034372862
BRO,0.0034152193
QRVO,0.0028204613
REG,0.0025443677
IFF,0.00253531
PAYX,0.0024476885
AKAM,0.0018171321
VRSK,0.0017431915
ADP,0.0016809619
MSCI,0.0015008422
TT,0.001365626
PWR,0.0013171956
CRM,0.0007852993
V,0.0007249218
APD,0.0005326405
BDX,0.00044065178
PG,0.00038041995
ILMN,0.0002618672
ATO,0.00019280065
QCOM,0.00017964843
EQIX,0.000111135574
ISRG,0.00011043225
VRTX,8.259617e-05
DTE,7.189315e-05
SPGI,6.38753e-05
STT,5.1541458e-05
HBAN,5.0853596e-05
CNP,3.7269507e-05
NOW,3.657269e-05
PFG,3.2367643e-05
BK,3.1906446e-05
MS,2.8583809e-05
OTIS,2.8337481e-05
ETN,2.3247174e-05
ZION,2.2611388e-05
RHI,2.249004e-05
EVRG,2.0434978e-05
MTCH,1.9682753e-05
SYF,1.785698e-05
LH,1.5398431e-05
BA,1.385068e-05
KDP,1.3259444e-05
RJF,1.29901155e-05
BKR,1.2808318e-05
FOXA,1.2265247e-05
TSLA,1.1259821e-05
ROP,1.1175621e-05
XEL,9.572993e-06
MO,9.009668e-06
PEP,8.892246e-06
TTWO,8.83596e-06
CTAS,8.550877e-06
EQT,8.136965e-06
DVA,8.070596e-06
MDT,7.808478e-06
AMT,7.774973e-06
MCD,7.351919e-06
ABT,7.126693e-06
KEY,7.0413043e-06
EW,6.954728e-06
FTV,6.678833e-06
BRK.B,6.436547e-06
D,6.3441717e-06
GLW,6.2269783e-06
FRT,6.2077543e-06
PFE,6.162928e-06
MET,6.132529e-06
FE,6.031584e-06
BXP,5.4950615e-06
CHRW,5.2679807e-06
MMM,5.055707e-06
PNW,4.891763e-06
ANSS,4.8543793e-06
BIO,4.836732e-06
ZTS,4.803614e-06
KMX,4.283764e-06
HOLX,4.1548055e-06
ACN,4.105477e-06
EXC,3.88515e-06
MTB,3.853207e-06
PSA,3.8187195e-06
WELL,3.5981961e-06
CMS,3.5518271e-06
NTAP,3.4615964e-06
FIS,3.2570458e-06
HRL,3.1292939e-06
TXN,3.0620786e-06
INCY,2.9743603e-06
ADBE,2.8506524e-06
UNP,2.8174084e-06
DLR,2.8152056e-06
KIM,2.7733038e-06
AEE,2.7575807e-06
