,Weight
Cash,0.9127089
MPWR,0.02705318
FICO,0.0204548
BKNG,0.018334152
MTD,0.014619258
FFIV,0.002436936
PTC,0.0024262012
GRMN,0.0009087292
IBM,0.0006489894
IP,0.00040818314
TRGP,7.8596975e-07
IRM,6.3345436e-09
AMP,1.1892491e-09
ZBRA,6.475186e-10
PM,5.7229427e-10
JPM,5.258742e-10
WAB,2.6004385e-10
ICE,1.4080893e-10
URI,1.3308021e-10
LIN,1.0760778e-10
WAT,5.680263e-11
FDS,4.707778e-11
NVR,3.7790594e-11
CE,2.9082545e-11
AKAM,2.7153823e-11
INTU,2.177915e-11
WFC,1.9546528e-11
AXON,1.951357e-11
AVGO,1.7137007e-11
CMI,1.7071422e-11
MLM,1.5578388e-11
ANET,1.5405134e-11
PNR,1.4863074e-11
ZION,1.4696251e-11
KEYS,1.30142225e-11
COST,1.2072033e-11
CEG,1.1468124e-11
AIZ,1.0795972e-11
INTC,1.0746886e-11
MSCI,1.06761735e-11
KEY,1.0639018e-11
NWL,9.9437e-12
IT,9.626138e-12
REGN,8.18102e-12
DHR,7.755306e-12
MCO,7.578133e-12
POOL,7.533761e-12
EBAY,7.3827645e-12
AFL,7.2898606e-12
GEN,7.164101e-12
MA,6.964081e-12
NVDA,6.6714884e-12
PSX,6.6427467e-12
QRVO,6.530641e-12
NDAQ,6.4595885e-12
AMGN,6.4083266e-12
BR,6.349323e-12
ABBV,6.2975094e-12
NRG,5.9042155e-12
MAR,5.7733245e-12
AMZN,5.766778e-12
ACN,5.7092833e-12
WMB,5.5797953e-12
BLK,5.4927144e-12
V,5.3190278e-12
SLB,5.2713714e-12
AXP,5.255174e-12
RHI,5.113456e-12
AZO,5.1100023e-12
SPG,5.037442e-12
MU,5.03391e-12
ADBE,5.010894e-12
CME,4.9148e-12
APH,4.6336724e-12
PRU,4.4554607e-12
PFG,4.2170573e-12
EQIX,4.1779197e-12
LLY,4.1640844e-12
HAL,4.105499e-12
HLT,4.092963e-12
MPC,4.0875268e-12
CSCO,4.0481407e-12
COP,3.9411027e-12
CRM,3.6978333e-12
GS,3.6742727e-12
TT,3.6203332e-12
AVY,3.567166e-12
PNC,3.4811854e-12
EOG,3.4134147e-12
ADI,3.4107942e-12
CTAS,3.3783263e-12
