,Weight
Cash,0.8871504
MPWR,0.018966567
FICO,0.013346144
BKNG,0.00726737
IP,1.9948878e-09
JPM,2.0162566e-10
IRM,2.2447206e-11
IBM,1.8199761e-11
WFC,6.5131837e-12
ZBRA,4.3406567e-12
URI,2.8477672e-12
KEY,2.521884e-12
ZION,2.495797e-12
MTD,2.120316e-12
ANET,1.997741e-12
AXON,1.9638703e-12
QCOM,1.8433547e-12
CE,1.6612763e-12
NVDA,1.6272935e-12
NWL,1.6060098e-12
NVR,1.5478109e-12
EBAY,1.4900046e-12
AVGO,1.4826836e-12
INTC,1.4723796e-12
BAC,1.4515349e-12
PSX,1.3572468e-12
GE,1.332362e-12
HBAN,1.1793849e-12
SYF,1.1625327e-12
GEN,1.1604542e-12
CEG,1.0993135e-12
TFC,1.026676e-12
AKAM,1.0266466e-12
WAT,1.0189912e-12
POOL,1.0133255e-12
TRGP,1.012501e-12
FITB,1.0120068e-12
MSCI,1.0102924e-12
NRG,1.0065181e-12
INTU,1.0060266e-12
PTC,9.689977e-13
USB,9.648731e-13
PNC,9.631664e-13
AMD,9.36712e-13
MRNA,9.332114e-13
KLAC,9.227785e-13
QRVO,9.178002e-13
MU,9.0919264e-13
TDG,8.9837556e-13
AXP,8.960906e-13
GS,8.4630415e-13
PRU,8.4075265e-13
FDS,8.327348e-13
AMGN,8.2007974e-13
SLB,8.121644e-13
CRM,7.914967e-13
CFG,7.817338e-13
MPC,7.741249e-13
BXP,7.740432e-13
SCHW,7.699799e-13
ADBE,7.674405e-13
WMB,7.666287e-13
HAL,7.5779536e-13
CAT,7.4221136e-13
PCAR,7.41097e-13
C,7.39394e-13
PNR,7.376681e-13
APA,7.3741154e-13
VFC,7.31879e-13
FFIV,7.298274e-13
MET,7.2847793e-13
APH,7.2287277e-13
RF,7.218505e-13
MLM,7.009825e-13
NDAQ,6.9111383e-13
ICE,6.802146e-13
LRCX,6.7188984e-13
STE,6.672909e-13
EXPE,6.624107e-13
REGN,6.57568e-13
ILMN,6.513025e-13
IT,6.4899973e-13
CMI,6.4847547e-13
AFL,6.3439266e-13
VLO,6.2618416e-13
CARR,6.2362013e-13
AMZN,6.213018e-13
MKTX,6.1980325e-13
IDXX,6.0782336e-13
PHM,6.0528286e-13
FANG,6.052456e-13
ETN,6.038191e-13
COP,6.013427e-13
EPAM,5.9936653e-13
META,5.946071e-13
COST,5.909447e-13
BIO,5.891827e-13
GNRC,5.81811e-13
IR,5.81628e-13
RL,5.7753146e-13
ENPH,5.7606215e-13
VTRS,5.755868e-13
PYPL,5.7489e-13
ACN,5.693021e-13
STX,5.650767e-13
BLK,5.633547e-13
TYL,5.624716e-13
EOG,5.597102e-13
SPG,5.5520286e-13
EQIX,5.5362534e-13
CBRE,5.5146713e-13
ANSS,5.493051e-13
SNA,5.484892e-13
WDC,5.4842876e-13
A,5.4478373e-13
TSN,5.425352e-13
RVTY,5.4156815e-13
OKE,5.395927e-13
KEYS,5.3722483e-13
LEN,5.3345436e-13
MHK,5.312088e-13
CSCO,5.305054e-13
CRL,5.180591e-13
DHR,5.151495e-13
ADI,5.1498833e-13
PAYC,5.1337954e-13
ADSK,5.108958e-13
BR,5.104851e-13
IVZ,5.1004383e-13
EQT,5.084826e-13
PH,5.079094e-13
MMM,5.032937e-13
TDY,4.988096e-13
AMP,4.9614804e-13
COF,4.955528e-13
NFLX,4.9419475e-13
PAYX,4.93377e-13
ALGN,4.907042e-13
LUV,4.8910236e-13
GRMN,4.863901e-13
LLY,4.848175e-13
GWW,4.845886e-13
MGM,4.8354484e-13
HD,4.821494e-13
PFG,4.819407e-13
TT,4.8004835e-13
CMA,4.7980386e-13
ESS,4.7966167e-13
FCX,4.7935885e-13
NDSN,4.7633105e-13
IFF,4.724989e-13
AAP,4.7017885e-13
PWR,4.6822236e-13
ABBV,4.6801674e-13
RHI,4.672174e-13
LYV,4.632911e-13
CHTR,4.6272757e-13
TMO,4.624228e-13
JBHT,4.621673e-13
PANW,4.5901016e-13
MAR,4.5847993e-13
AIZ,4.578076e-13
GILD,4.567448e-13
SWKS,4.5359956e-13
MS,4.5234557e-13
ALL,4.498086e-13
DLR,4.4960615e-13
V,4.4677624e-13
AZO,4.4616082e-13
EFX,4.402285e-13
ETSY,4.3993837e-13
AVY,4.3671073e-13
BKR,4.3447808e-13
SWK,4.3212848e-13
CZR,4.3174017e-13
CVS,4.3164745e-13
MTCH,4.2916763e-13
CME,4.2872062e-13
WAB,4.2430274e-13
CTAS,4.2361053e-13
MA,4.2360345e-13
MAS,4.202654e-13
NTAP,4.199921e-13
ETR,4.1930443e-13
TFX,4.1717907e-13
TECH,4.142921e-13
TRMB,4.1380012e-13
HLT,4.0984566e-13
DUK,4.0927054e-13
HES,4.08083e-13
TER,4.0745461e-13
HST,4.0702158e-13
DE,4.0701215e-13
AMAT,4.0605244e-13
J,4.0546275e-13
ORCL,4.0529285e-13
LIN,4.025683e-13
GPN,4.018502e-13
CF,4.011384e-13
ALK,4.0011538e-13
ROL,3.9934825e-13
FTNT,3.9311867e-13
VRTX,3.9296653e-13
OGN,3.8910991e-13
WBD,3.8907622e-13
TSCO,3.874154e-13
NEM,3.8413736e-13
DVN,3.8205016e-13
PPL,3.8186191e-13
CTRA,3.805327e-13
STT,3.7968e-13
NXPI,3.7797136e-13
SPGI,3.7494956e-13
ACGL,3.7254856e-13
IQV,3.6964437e-13
ODFL,3.692975e-13
MCO,3.6478654e-13
MTB,3.6145802e-13
DHI,3.6045591e-13
MOS,3.594369e-13
BBWI,3.5875488e-13
EXPD,3.583763e-13
LW,3.5834432e-13
FRT,3.5804703e-13
FTV,3.5575617e-13
CDW,3.5549276e-13
HPE,3.5339453e-13
CBOE,3.5331224e-13
HII,3.5297552e-13
NOW,3.528447e-13
UNP,3.5077315e-13
CMG,3.503991e-13
GOOGL,3.4927709e-13
ROK,3.4828257e-13
WHR,3.481377e-13
ON,3.4687747e-13
EXR,3.4513966e-13
BEN,3.4322092e-13
HIG,3.421584e-13
MSFT,3.3871427e-13
PKG,3.3830762e-13
D,3.3744982e-13
PEG,3.3684088e-13
MOH,3.3648055e-13
FSLR,3.3640056e-13
VRSK,3.36226e-13
HPQ,3.3521257e-13
BK,3.3249415e-13
PSA,3.3128708e-13
IEX,3.3091398e-13
EXC,3.307535e-13
RCL,3.3068603e-13
FDX,3.2939138e-13
DD,3.2837407e-13
ADP,3.282254e-13
TSLA,3.280665e-13
PNW,3.277371e-13
SO,3.2760047e-13
MCHP,3.2665605e-13
RJF,3.2649965e-13
LNC,3.236441e-13
EIX,3.2294642e-13
NUE,3.2044107e-13
NEE,3.200034e-13
NTRS,3.1926932e-13
VTR,3.186081e-13
SRE,3.1801707e-13
SHW,3.1733264e-13
KMI,3.1523777e-13
NI,3.1506097e-13
AIG,3.148206e-13
KMX,3.1401284e-13
PLD,3.1378204e-13
BA,3.1249734e-13
REG,3.1022065e-13
CB,3.0893408e-13
CSX,3.070841e-13
ISRG,3.06859e-13
AVB,3.057544e-13
INVH,3.044813e-13
PODD,3.041691e-13
DXC,3.035715e-13
LH,3.0340734e-13
PGR,3.0279704e-13
GEHC,3.0167687e-13
WST,2.9963694e-13
CMS,2.9897862e-13
LVS,2.9860714e-13
SEE,2.984281e-13
ED,2.983542e-13
FIS,2.9798278e-13
OXY,2.9731951e-13
TXN,2.9603365e-13
SEDG,2.9598527e-13
