,Weight
Cash,0.8346269
BKNG,0.041221157
NVR,0.025492433
AZO,0.022417082
FICO,0.020700464
MTD,0.020111652
TDG,0.018554637
MPWR,0.016869882
BA,1.1835274e-06
ON,1.1060907e-06
GWW,3.4335562e-07
AMP,2.5510002e-07
INTU,1.7655539e-07
TDY,1.6853016e-07
COST,1.3685687e-07
LIN,7.7657404e-08
PANW,7.361597e-08
FFIV,6.095118e-08
GRMN,5.416426e-08
JPM,5.3988554e-08
TMUS,5.1809135e-08
ECL,4.837809e-08
FDS,4.6355016e-08
TRGP,4.3437822e-08
PTC,4.2000504e-08
ELV,3.983621e-08
IBM,3.778208e-08
PM,3.7153054e-08
WAB,3.6880433e-08
ICE,3.5333137e-08
GILD,3.390667e-08
AON,2.7853442e-08
IRM,2.76243e-08
ABBV,2.6465305e-08
WMT,2.5634703e-08
ETR,2.4895495e-08
WMB,2.3760546e-08
LLY,2.3281826e-08
MLM,2.1307464e-08
IP,2.0131493e-08
AXON,1.9968562e-08
URI,1.9776369e-08
WAT,1.9746897e-08
MSFT,1.906347e-08
RSG,1.7710653e-08
SO,1.765831e-08
CMI,1.616475e-08
META,1.4811457e-08
WFC,1.43466785e-08
AXP,1.3985263e-08
NFLX,1.3431534e-08
T,1.324274e-08
MOH,1.2674756e-08
TRV,1.2487782e-08
ESS,1.1849406e-08
AMZN,1.1129543e-08
AVGO,1.094574e-08
AIZ,1.0925791e-08
PEG,1.0372603e-08
ZBRA,1.03205e-08
MCO,9.730332e-09
NVDA,9.716061e-09
RL,9.708602e-09
TRMB,9.615501e-09
ADSK,9.463092e-09
GE,9.419084e-09
WTW,9.028575e-09
KLAC,8.545407e-09
TYL,8.439099e-09
MCK,8.356156e-09
KEYS,8.221136e-09
MA,8.174109e-09
WST,8.056615e-09
VRTX,7.956464e-09
NI,7.74938e-09
GS,7.3223654e-09
HLT,6.909424e-09
ADBE,6.724599e-09
CRM,6.6892833e-09
AMGN,6.605448e-09
REGN,6.4932615e-09
NOW,6.223025e-09
V,6.1405587e-09
PNC,6.1361907e-09
MRNA,5.770529e-09
