,Weight
Cash,0.8845777
MPWR,0.020006998
FICO,0.014305385
BKNG,0.007840353
IP,9.089248e-08
JPM,8.291103e-09
IRM,9.53017e-10
IBM,7.693205e-10
WFC,2.6036268e-10
ZBRA,1.0370037e-10
KEY,9.7414535e-11
ZION,9.58921e-11
URI,8.26847e-11
ANET,7.486519e-11
QCOM,6.903076e-11
NVDA,6.068719e-11
CE,5.906002e-11
NWL,5.762956e-11
AVGO,5.5062427e-11
EBAY,5.4555936e-11
INTC,5.3947364e-11
BAC,5.3191677e-11
AXON,5.1113884e-11
PSX,4.9222904e-11
GE,4.8552867e-11
MTD,4.520158e-11
HBAN,4.18263e-11
GEN,4.1051277e-11
SYF,4.0862674e-11
CEG,3.9092875e-11
NVR,3.6118206e-11
AKAM,3.585361e-11
TFC,3.563788e-11
FITB,3.5503392e-11
NRG,3.4683232e-11
TRGP,3.3633877e-11
USB,3.3408633e-11
PNC,3.295433e-11
INTU,3.2915e-11
AMD,3.2668025e-11
MU,3.1697655e-11
MRNA,3.060486e-11
AXP,2.992924e-11
QRVO,2.9778905e-11
PTC,2.939014e-11
MSCI,2.933375e-11
WAT,2.8263437e-11
GS,2.78607e-11
PRU,2.7847506e-11
SLB,2.7717457e-11
AMGN,2.7095078e-11
CRM,2.6441292e-11
MPC,2.622512e-11
CFG,2.5893905e-11
SCHW,2.5654777e-11
ADBE,2.562364e-11
HAL,2.5560453e-11
WMB,2.4875952e-11
BXP,2.4826344e-11
APA,2.4640016e-11
PCAR,2.4276912e-11
CAT,2.4254992e-11
RF,2.3918059e-11
C,2.390969e-11
APH,2.3864369e-11
MET,2.3843913e-11
POOL,2.3665014e-11
VFC,2.321093e-11
KLAC,2.3084867e-11
PNR,2.2908783e-11
NDAQ,2.1597443e-11
FDS,2.1547097e-11
ICE,2.13546e-11
EXPE,2.0952858e-11
VLO,2.0149367e-11
CARR,2.0081907e-11
AFL,1.9810265e-11
AMZN,1.976416e-11
COP,1.925023e-11
FFIV,1.9164243e-11
PHM,1.9016235e-11
FANG,1.9000575e-11
META,1.8991602e-11
ILMN,1.8969827e-11
REGN,1.8793798e-11
LRCX,1.8714629e-11
ETN,1.8399471e-11
ENPH,1.8328046e-11
STE,1.8239908e-11
CMI,1.7923663e-11
IR,1.7802773e-11
TDG,1.775927e-11
PYPL,1.7618944e-11
EOG,1.7291592e-11
ACN,1.7291208e-11
STX,1.7283572e-11
WDC,1.7061222e-11
COST,1.705368e-11
VTRS,1.6862286e-11
MLM,1.6637964e-11
LEN,1.6059213e-11
SPG,1.6042633e-11
OKE,1.6037107e-11
TSN,1.6005794e-11
GNRC,1.5895688e-11
CSCO,1.5871544e-11
CBRE,1.5813137e-11
MKTX,1.5617618e-11
IT,1.5555108e-11
ADI,1.5498903e-11
A,1.5424896e-11
RL,1.5098272e-11
IDXX,1.498653e-11
DHR,1.495832e-11
IVZ,1.4921463e-11
EQT,1.490352e-11
FCX,1.4582438e-11
KEYS,1.4571866e-11
MMM,1.4548393e-11
COF,1.4546996e-11
PAYX,1.431884e-11
BIO,1.4193955e-11
LUV,1.4158656e-11
RVTY,1.41429715e-11
MGM,1.4129695e-11
NFLX,1.4098924e-11
CMA,1.4060436e-11
HD,1.3757074e-11
ADSK,1.3739378e-11
EPAM,1.3635487e-11
MHK,1.36206385e-11
EQIX,1.3606276e-11
CHTR,1.3399128e-11
BLK,1.3312194e-11
PFG,1.3308736e-11
LLY,1.32364866e-11
ABBV,1.3195735e-11
MS,1.3021738e-11
TT,1.2975221e-11
AAP,1.2937628e-11
ALL,1.29140604e-11
RHI,1.2876585e-11
CZR,1.2857456e-11
ALGN,1.2735716e-11
TMO,1.2665428e-11
V,1.2658378e-11
BKR,1.2638557e-11
PAYC,1.261965e-11
PANW,1.2573851e-11
ETSY,1.255932e-11
MAR,1.2500405e-11
SWKS,1.24699496e-11
IFF,1.24374105e-11
LYV,1.2359352e-11
GILD,1.23505746e-11
DLR,1.2261454e-11
ANSS,1.2214296e-11
CRL,1.2206192e-11
BR,1.2155647e-11
AMAT,1.20466285e-11
JBHT,1.2044206e-11
MTCH,1.2040395e-11
SNA,1.202659e-11
PH,1.1912801e-11
MAS,1.1895134e-11
CVS,1.188547e-11
GRMN,1.1779742e-11
SWK,1.17781115e-11
PWR,1.1774146e-11
CME,1.1698157e-11
NTAP,1.1651216e-11
HES,1.1491303e-11
ORCL,1.1464336e-11
AIZ,1.1421539e-11
MA,1.1364841e-11
ESS,1.1226346e-11
HST,1.1210611e-11
CF,1.11312e-11
GPN,1.0947422e-11
DUK,1.0931767e-11
DVN,1.0920554e-11
ETR,1.0893593e-11
AMP,1.0831358e-11
HLT,1.075262e-11
ALK,1.0670061e-11
NEM,1.0602952e-11
WBD,1.0564261e-11
DE,1.0541088e-11
TER,1.0539866e-11
FTNT,1.0513116e-11
CTRA,1.0507279e-11
LIN,1.0230561e-11
NXPI,1.01507466e-11
OGN,1.0142579e-11
ROL,1.0098982e-11
EFX,1.0031359e-11
TRMB,1.0006855e-11
AVY,9.9971325e-12
ON,9.992843e-12
TECH,9.966687e-12
VRTX,9.942088e-12
TSCO,9.905261e-12
WAB,9.872708e-12
STT,9.8608404e-12
MOS,9.8599575e-12
ACGL,9.79326e-12
PPL,9.784612e-12
DHI,9.752445e-12
HPE,9.587456e-12
BBWI,9.538001e-12
SPGI,9.537026e-12
GOOGL,9.500911e-12
J,9.498977e-12
TYL,9.498491e-12
FSLR,9.439498e-12
TFX,9.3022855e-12
MCHP,9.191887e-12
EXPD,9.060189e-12
TSLA,9.037802e-12
TDY,9.034735e-12
UNP,9.02185e-12
BEN,8.991648e-12
CTAS,8.988972e-12
LW,8.936731e-12
FTV,8.893376e-12
HPQ,8.852872e-12
AZO,8.812823e-12
ODFL,8.766946e-12
FRT,8.70112e-12
CBOE,8.693227e-12
MSFT,8.623609e-12
HIG,8.606885e-12
MTB,8.5604735e-12
NDSN,8.544247e-12
EXR,8.413275e-12
IQV,8.338026e-12
DD,8.308497e-12
NUE,8.292444e-12
D,8.2256e-12
PEG,8.1631655e-12
NOW,8.127959e-12
EXC,8.120825e-12
AIG,8.102423e-12
BK,8.10098e-12
PNW,8.095423e-12
ADP,8.0452416e-12
BA,7.995673e-12
WHR,7.951645e-12
MCO,7.922405e-12
VRSK,7.916364e-12
LNC,7.84829e-12
FDX,7.847383e-12
PLD,7.8186355e-12
SO,7.812155e-12
SEDG,7.809581e-12
MOH,7.7807795e-12
EIX,7.769174e-12
NEE,7.752373e-12
VTR,7.73688e-12
CSX,7.711714e-12
OXY,7.707324e-12
SRE,7.700873e-12
CDW,7.700502e-12
RCL,7.692275e-12
ROK,7.624936e-12
PSA,7.599928e-12
PARA,7.541322e-12
TXN,7.519975e-12
HII,7.498691e-12
NTRS,7.488007e-12
REG,7.472259e-12
GWW,7.455008e-12
DXCM,7.422091e-12
SHW,7.404648e-12
PKG,7.40057e-12
RJF,7.395765e-12
LVS,7.394929e-12
INVH,7.383851e-12
PGR,7.381637e-12
CB,7.35905e-12
KMX,7.336165e-12
NI,7.292007e-12
ED,7.278037e-12
KMI,7.252572e-12
GEHC,7.2489714e-12
SEE,7.1930938e-12
DXC,7.160006e-12
CTSH,7.1104663e-12
CSGP,7.030671e-12
CMS,7.019033e-12
FIS,6.9718155e-12
LH,6.939517e-12
TAP,6.9129546e-12
CI,6.859512e-12
