,Weight
MPWR,0.60707647
Cash,0.39286765
MTD,5.6003562e-05
FICO,1.2738936e-10
BKNG,4.364207e-11
GRMN,4.9656917e-14
PTC,3.9868336e-14
FFIV,3.7486212e-14
IP,3.5536068e-14
TRGP,2.9833473e-14
IBM,2.9095687e-14
AMP,2.8622883e-14
PM,2.6242158e-14
IRM,2.6155337e-14
WAT,2.594592e-14
JPM,2.5661116e-14
WAB,2.5407565e-14
ICE,2.5224719e-14
ZBRA,2.5057577e-14
FDS,2.5028626e-14
LIN,2.4521414e-14
NVR,2.4403114e-14
AKAM,2.3309401e-14
URI,2.3268622e-14
CE,2.3143281e-14
MLM,2.2879737e-14
MSCI,2.2452528e-14
AXON,2.236484e-14
CMI,2.2269621e-14
PNR,2.2158744e-14
ZION,2.2079054e-14
WFC,2.2035335e-14
INTC,2.193984e-14
IT,2.1901966e-14
CEG,2.1819579e-14
POOL,2.1740481e-14
NWL,2.1535953e-14
AIZ,2.1346425e-14
KEYS,2.1227789e-14
AVGO,2.1203991e-14
COST,2.1011386e-14
KEY,2.0894516e-14
INTU,2.0717824e-14
REGN,2.051368e-14
BR,2.0242044e-14
AZO,2.0056232e-14
ACN,1.996337e-14
PSX,1.9942058e-14
ANET,1.9823173e-14
AMGN,1.982255e-14
BLK,1.971978e-14
MCO,1.9616528e-14
SLB,1.9590773e-14
RHI,1.9548084e-14
EQIX,1.9508568e-14
TDG,1.937148e-14
EBAY,1.9256562e-14
DHR,1.9243677e-14
AFL,1.9081916e-14
NRG,1.904875e-14
MA,1.8836922e-14
GEN,1.8735813e-14
NDAQ,1.8722178e-14
ADBE,1.8686409e-14
MAR,1.8601935e-14
HAL,1.8579073e-14
ABBV,1.8525822e-14
MU,1.8396695e-14
AMZN,1.828389e-14
V,1.827457e-14
STE,1.8263977e-14
WMB,1.8226585e-14
CME,1.8091218e-14
NVDA,1.798636e-14
APH,1.7967603e-14
LLY,1.7887128e-14
SPG,1.7820113e-14
COP,1.7764544e-14
PAYC,1.7436194e-14
AXP,1.7421664e-14
MPC,1.734893e-14
PFG,1.7321368e-14
QRVO,1.7295933e-14
APA,1.7292001e-14
EOG,1.7272886e-14
PRU,1.7194352e-14
AVY,1.718016e-14
TDY,1.7074714e-14
LH,1.7012204e-14
CTAS,1.6941548e-14
RVTY,1.6941523e-14
ESS,1.6886996e-14
GWW,1.6850492e-14
CARR,1.6811229e-14
FANG,1.6791718e-14
BIO,1.6727562e-14
CBRE,1.6704769e-14
BKR,1.6666017e-14
HLT,1.6655185e-14
TYL,1.6583033e-14
CSCO,1.6577156e-14
A,1.6563355e-14
GS,1.6546592e-14
CRM,1.6342398e-14
EPAM,1.6289697e-14
TT,1.6232871e-14
RL,1.6229116e-14
BXP,1.6137467e-14
PCAR,1.6079826e-14
PNC,1.606326e-14
TMO,1.5936835e-14
J,1.5924985e-14
USB,1.588471e-14
SNA,1.587789e-14
ADI,1.5824202e-14
AMD,1.5821268e-14
PWR,1.579409e-14
PHM,1.5749426e-14
PH,1.5745716e-14
IDXX,1.5720677e-14
OKE,1.5695886e-14
TFX,1.5692595e-14
ETN,1.5640138e-14
QCOM,1.5620553e-14
RSG,1.5526815e-14
HIG,1.5508275e-14
CBOE,1.5302724e-14
FRT,1.5299973e-14
NDSN,1.524984e-14
WMT,1.5240572e-14
FCX,1.5163418e-14
ADSK,1.511788e-14
MOH,1.5108339e-14
GNRC,1.510523e-14
RJF,1.5082995e-14
PKG,1.5018047e-14
MHK,1.4987274e-14
CFG,1.4981948e-14
VTRS,1.4955595e-14
DLR,1.4920333e-14
HES,1.4887575e-14
ILMN,1.4873304e-14
CVS,1.4749144e-14
CAT,1.4747789e-14
MET,1.4732517e-14
ETR,1.4724467e-14
SYF,1.4639989e-14
EXPE,1.4613034e-14
CDW,1.4562214e-14
REG,1.4539083e-14
VLO,1.4512805e-14
VRTX,1.4455729e-14
EXPD,1.4443826e-14
FTV,1.4402342e-14
VRSK,1.4298709e-14
MGM,1.4175511e-14
TSCO,1.4175012e-14
META,1.4093056e-14
PPL,1.4090918e-14
DE,1.40616075e-14
DUK,1.4057169e-14
